kimi version 0.39.1
• Let me do the startup recovery reads.

• 我先做启动恢复，读取三份必读文件。

• The last 20 lines read. The startup reminder says to read .kdo/CAPSULE_STARTUP.md, but the task says "启动恢复（必做）" with the three files. I did the three. Per startup, also should check cron doorbell. But priority: claim #613.

  Task: 领取施工 #613（#586 批 reviewed_by=pending 元数据残留排查补齐）. yaml.safe_load parsing, no regex (E017).

  First find the task file. Let me look for task_...613... in 70_product/tasks/. Also read the queue. Let me proceed.

• 启动恢复已完成。现在查找 #613 任务单并确认队列状态。队列总任务数: 196
queued: 2
claimed: 0
pending_review: 0


• Now claim #613. First check queue status - it shows 2 queued. Queue discipline: cannot claim if there's pending_review ahead. status shows pending_review: 0, claimed: 0, so fine. Claim #613.

• 任务单规格清楚。先领取 #613。任务 613 不在生产队列中


✅ task_20260902_laowantong-586batch-reviewedby-residue-fix 已领取为 claimed-laowantong-kimi

✅ dashboard.html 已生成 (196 个任务)
   待领取: 0  |  审查中: 0  |  进行中: 2  |  已完成: 194
• Claimed. Now the task:

  1. Scan 30_wiki for cards with `status: reviewed` and `reviewed_by: pending` (or missing reviewed_by/review_date), using yaml.safe_load (no regex for frontmatter parsing).
  2. For cards with evidence of real review (#586 batch or others with commit/task evidence), fix reviewed_by: 欧阳锋 + review_date (from git log). For cards without evidence, don't change, list separately.
  3. Only touch frontmatter three fields.

  Write a Python script that:
  - Walks 30_wiki/**/*.md
  - Extracts frontmatter via yaml.safe_load (split on --- delimiters is fine, but parsing must be yaml, not regex extracting values)
  - Collects cards where status==reviewed and (reviewed_by missing or =='pending' or review_date missing)

  Then for each, find evidence: git log of the file for review commits? The #586 batch — task_20260901_laowantong-candy-collection-batch. #586 PASS per todos. Actually review evidence: the queue / task file review records. Let me first write and run the scan.

  Note mixed CRLF files. Frontmatter parsing: read file, check startswith '---', find next '---' line, yaml.safe_load the block.

  Let me write the scan script in _tmp.

• 领取成功。现在写排查脚本（yaml.safe_load 解析，禁正则扫 frontmatter）。

扫描文件数: 2949
YAML/读取错误数: 2
  ERROR C:\Users\Administrator\Desktop\wiki\30_wiki\dark-knowledges\dk-digest-registration-gap.md: yaml: while parsing a block mapping
  in "<unicode string>", line 33, column 3:
    - signal: 卡文件存在（ls 能看见）但 grep 不到任何 ... 
      ^
expected <block end>, but found '<scalar>'
  in "<unicode string>", line 35, column 20:
      implication: "存在"不等于"注册"——2026-08-23 周检实测 12 张核心卡 ... 
                       ^
  ERROR C:\Users\Administrator\Desktop\wiki\30_wiki\_archive\plan_20260531_data-curator-v1.1.md: yaml: while parsing a block mapping
  in "<unicode string>", line 2, column 1:
    id: plan_20260531_data-curator-v1.1
    ^
expected <block end>, but found '-'
  in "<unicode string>", line 14, column 1:
    - src_20260531_ai-data-understanding
    ^
命中卡数: 530
- 30_wiki\agent-specs\agent-spec-fengqingyang-observer.md | id=agent-spec-fengqingyang-observer | type=agent-spec | author=laowantong | reviewed_by=待审 | review_date=<missing> | updated_at=2026-08-23
- 30_wiki\concepts\smart-medicine-cabinet-distribution.md | id=smart-medicine-cabinet-distribution | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-13
- 30_wiki\concepts\source-code-delivery-model.md | id=source-code-delivery-model | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\concepts\sprint-2-门禁举证验收.md | id=sprint-2-门禁举证验收 | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\concepts\structured-ai-workspace.md | id=structured-ai-workspace | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-17
- 30_wiki\concepts\tools-workflows.md | id=tools-workflows | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\concepts\truman-perspective-skill.md | id=truman-perspective-skill | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-04
- 30_wiki\concepts\voice-input-doubao.md | id=voice-input-doubao | type=tool | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\concepts\writing-content.md | id=writing-content | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\concepts\yitang-course-map.md | id=yitang-course-map | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yitang-huazong-ama-by-industry.md | id=yitang-huazong-ama-by-industry | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-17
- 30_wiki\concepts\yitang-huazong-ama-summary.md | id=yitang-huazong-ama-summary | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-17
- 30_wiki\concepts\yt-concept-ai-guard-brain.md | id=yt-concept-ai-guard-brain | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-concept-context-engineering.md | id=yt-concept-context-engineering | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-13
- 30_wiki\concepts\yt-decision-ai-partner.md | id=yt-decision-ai-partner | type=tool | author=老顽童 | reviewed_by=周伯通 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-decision-canvas.md | id=yt-decision-canvas | type=tool | author=老顽童 | reviewed_by=周伯通 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-decision-depth-ladder.md | id=yt-decision-depth-ladder | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-decision-width-method.md | id=yt-decision-width-method | type=tool | author=老顽童 | reviewed_by=周伯通 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-management-basic-skills.md | id=yt-management-basic-skills | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-11
- 30_wiki\concepts\yt-management-business-formula.md | id=yt-management-business-formula | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-management-company-culture.md | id=yt-management-company-culture | type=concept | author=老顽童 | reviewed_by=欧阳锋 - concept-collaboration-philosophy-foundation - tool-game-environment-checklist | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-management-conversion-hacking.md | id=yt-management-conversion-hacking | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-management-finance-basics.md | id=yt-management-finance-basics | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-management-founder-role.md | id=yt-management-founder-role | type=concept | author=老顽童 | reviewed_by=欧阳锋 - concept-collaboration-philosophy-foundation - tool-position-switching-test | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-management-goal-management.md | id=yt-management-goal-management | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-02
- 30_wiki\concepts\yt-management-onboarding.md | id=yt-management-onboarding | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-management-scientific-decision.md | id=yt-management-scientific-decision | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-management-scientific-hiring.md | id=yt-management-scientific-hiring | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-management-scientific-meetings.md | id=yt-management-scientific-meetings | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-08-09
- 30_wiki\concepts\yt-management-team-knowledge.md | id=yt-management-team-knowledge | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-management-toolkit-overview.md | id=yt-management-toolkit-overview | type=framework | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-model-deep-review-iceberg.md | id=yt-model-deep-review-iceberg | type=concept | author=None | reviewed_by=黄药师 | review_date=<missing> | updated_at=2026-07-12
- 30_wiki\concepts\yt-model-management-map.md | id=yt-model-management-map | type=concept | author=None | reviewed_by=黄药师 | review_date=<missing> | updated_at=2026-07-11
- 30_wiki\concepts\yt-model-pan-product-36-strategies.md | id=yt-model-pan-product-36-strategies | type=framework | author=老顽童 | reviewed_by=黄药师 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-model-pan-product-aesthetic-toolkit.md | id=yt-model-pan-product-aesthetic-toolkit | type=framework | author=老顽童 | reviewed_by=黄药师 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-model-pan-product-demand-toolkit.md | id=yt-model-pan-product-demand-toolkit | type=framework | author=老顽童 | reviewed_by=黄药师 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-model-pan-product-execution-toolkit.md | id=yt-model-pan-product-execution-toolkit | type=framework | author=老顽童 | reviewed_by=黄药师 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\concepts\yt-note-ai-human-division.md | id=yt-note-ai-human-division | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-17
- 30_wiki\concepts\yt-note-checklist-concept.md | id=yt-note-checklist-concept | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-17
- 30_wiki\concepts\yt-note-expert-interview-modeling.md | id=yt-note-expert-interview-modeling | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-note-extensive-research-input.md | id=yt-note-extensive-research-input | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-note-fact-pattern-insight.md | id=yt-note-fact-pattern-insight | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-note-l4-internalization.md | id=yt-note-l4-internalization | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-note-l6-extraction.md | id=yt-note-l6-extraction | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-note-problem-solving-capability.md | id=yt-note-problem-solving-capability | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-panproduct-aesthetic-collection.md | id=yt-panproduct-aesthetic-collection | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-panproduct-aesthetic-imagination.md | id=yt-panproduct-aesthetic-imagination | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-panproduct-aesthetic-modeling.md | id=yt-panproduct-aesthetic-modeling | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\concepts\yt-panproduct-aesthetic-pool.md | id=yt-panproduct-aesthetic-pool | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-02
- 30_wiki\concepts\yt-panproduct-demand-industry-canvas.md | id=yt-panproduct-demand-industry-canvas | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-panproduct-demand-motivation-resistance.md | id=yt-panproduct-demand-motivation-resistance | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\concepts\yt-panproduct-demand-multi-perspective.md | id=yt-panproduct-demand-multi-perspective | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-panproduct-demand-need-discovery.md | id=yt-panproduct-demand-need-discovery | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-panproduct-demand-peak-end-rule.md | id=yt-panproduct-demand-peak-end-rule | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-panproduct-demand-project-background.md | id=yt-panproduct-demand-project-background | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-panproduct-demand-scenario-walkthrough.md | id=yt-panproduct-demand-scenario-walkthrough | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\concepts\yt-panproduct-demand-surprise-formula.md | id=yt-panproduct-demand-surprise-formula | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-panproduct-demand-user-perspective.md | id=yt-panproduct-demand-user-perspective | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\concepts\yt-panproduct-demand-user-segmentation.md | id=yt-panproduct-demand-user-segmentation | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\yt-prompt-anti-flattery.md | id=yt-prompt-anti-flattery | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-13
- 30_wiki\concepts\yt-prompt-brainstorming.md | id=yt-prompt-brainstorming | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-13
- 30_wiki\concepts\yt-prompt-iterative-prompting.md | id=yt-prompt-iterative-prompting | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-13
- 30_wiki\concepts\yt-prompt-writing-workflow.md | id=yt-prompt-writing-workflow | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-13
- 30_wiki\concepts\yt-skill-checklist-as-ai-protocol.md | id=yt-skill-checklist-as-ai-protocol | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-system-course-catalog.md | id=yt-system-course-catalog | type=concept | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-13
- 30_wiki\concepts\yt-unit-model-ai-assisted.md | id=yt-unit-model-ai-assisted | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-unit-model-benchmark.md | id=yt-unit-model-benchmark | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-unit-model-construction.md | id=yt-unit-model-construction | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-unit-model-dynamic.md | id=yt-unit-model-dynamic | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\concepts\yt-unit-model-selection.md | id=yt-unit-model-selection | type=tool | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\保达云诊所深度调研报告.md | id=保达云诊所深度调研报告 | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-05-03
- 30_wiki\concepts\在设计小伙伴的反馈还挺好的.md | id=在设计小伙伴的反馈还挺好的 | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\concepts\存储策略.md | id=存储策略 | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\concepts\学会提问在信息洪流中锻造批判性思维的利刃.md | id=学会提问在信息洪流中锻造批判性思维的利刃 | type=framework | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\concepts\开源HIS系统代码深度分析报告.md | id=开源HIS系统代码深度分析报告 | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-05-03
- 30_wiki\concepts\紫鲸ai智能体工作流平台.md | id=紫鲸ai智能体工作流平台 | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-04-28
- 30_wiki\concepts\老朱的水感-2026年5月.md | id=老朱的水感-2026年5月 | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\concepts\视觉prompt三层操作系统-srom-visual-os.md | id=视觉prompt三层操作系统-srom-visual-os | type=concept | author=月白 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\concepts\轻量级诊所HIS调研全清单.md | id=轻量级诊所HIS调研全清单 | type=concept | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-05-03
- 30_wiki\concepts\那今天不会.md | id=那今天不会 | type=concept | author=月白 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-29
- 30_wiki\dark-knowledges\dk-agent-evolution-pitfalls.md | id=dk-agent-evolution-pitfalls | type=dk | author=laowantong | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-26
- 30_wiki\dark-knowledges\dk-ai-builder-illusion.md | id=dk-ai-builder-illusion | type=dk | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-08
- 30_wiki\dark-knowledges\dk-ai-design-pitfalls.md | id=dk-ai-design-pitfalls | type=dk | author=None | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-07-02
- 30_wiki\dark-knowledges\dk-analogy-blinds-search.md | id=dk-analogy-blinds-search | type=dark-knowledge | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-08-25
- 30_wiki\dark-knowledges\dk-ban-fei-mao-atomic-no-standard.md | id=dk-ban-fei-mao-atomic-no-standard | type=dk | author=半肥猫 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-19
- 30_wiki\dark-knowledges\dk-ban-fei-mao-real-business-is-the-engine.md | id=dk-ban-fei-mao-real-business-is-the-engine | type=dk | author=半肥猫 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\dark-knowledges\dk-ban-fei-mao-silky-answers-are-dangerous.md | id=dk-ban-fei-mao-silky-answers-are-dangerous | type=dk | author=半肥猫 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\dark-knowledges\dk-brooks-cost-of-knowing.md | id=dk-brooks-cost-of-knowing | type=dk | author=老顽童 | reviewed_by=pending | review_date=<missing> | updated_at=2026-09-01
- 30_wiki\dark-knowledges\dk-c10-batch-tool-no-dry-run.md | id=dk-c10-batch-tool-no-dry-run | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-c2-dual-status-machine.md | id=dk-c2-dual-status-machine | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\dark-knowledges\dk-c3-txt-ingest-skip.md | id=dk-c3-txt-ingest-skip | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-16
- 30_wiki\dark-knowledges\dk-c4-selfcheck-superseded.md | id=dk-c4-selfcheck-superseded | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-c5-todo-false-positive.md | id=dk-c5-todo-false-positive | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-c6-large-source-overflow.md | id=dk-c6-large-source-overflow | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-c7-auto-backup-conflict.md | id=dk-c7-auto-backup-conflict | type=dk | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-c9-batch-trigger-garbage.md | id=dk-c9-batch-trigger-garbage | type=dk | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-customers-hate-ai.md | id=dk-customers-hate-ai | type=dk | author=老顽童 | reviewed_by=待审 | review_date=<missing> | updated_at=2026-08-15
- 30_wiki\dark-knowledges\dk-f10-broken-source-refs.md | id=dk-f10-broken-source-refs | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-f11-encyclopedia-style.md | id=dk-f11-encyclopedia-style | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-f12-builder-context-deadlock.md | id=dk-f12-builder-context-deadlock | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-f13-handwritten-yaml-parser.md | id=dk-f13-handwritten-yaml-parser | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-19
- 30_wiki\dark-knowledges\dk-f14-accuracy-measurement-mismatch.md | id=dk-f14-accuracy-measurement-mismatch | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-f3-state-json-race-condition.md | id=dk-f3-state-json-race-condition | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-19
- 30_wiki\dark-knowledges\dk-f4-wrong-workdir.md | id=dk-f4-wrong-workdir | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-19
- 30_wiki\dark-knowledges\dk-f5-stale-feedback-ref.md | id=dk-f5-stale-feedback-ref | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-19
- 30_wiki\dark-knowledges\dk-f6-cjk-skeleton-corruption.md | id=dk-f6-cjk-skeleton-corruption | type=dk | author=老顽童 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-f9-generic-critique.md | id=dk-f9-generic-critique | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-19
- 30_wiki\dark-knowledges\dk-foresight-tier-skip-illusion.md | id=dk-foresight-tier-skip-illusion | type=dk | author=unknown | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-18
- 30_wiki\dark-knowledges\dk-ji-hao-ai-cant-design-structure.md | id=dk-ji-hao-ai-cant-design-structure | type=dk | author=纪浩 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\dark-knowledges\dk-ji-hao-constraint-beats-talent.md | id=dk-ji-hao-constraint-beats-talent | type=dk | author=纪浩 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\dark-knowledges\dk-ji-hao-logs-fastest-ignored.md | id=dk-ji-hao-logs-fastest-ignored | type=dk | author=纪浩 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\dark-knowledges\dk-ji-hao-novice-mindset-advantage.md | id=dk-ji-hao-novice-mindset-advantage | type=dk | author=纪浩 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-19
- 30_wiki\dark-knowledges\dk-ji-hao-pdca-starts-from-do.md | id=dk-ji-hao-pdca-starts-from-do | type=dk | author=纪浩 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
- 30_wiki\dark-knowledges\dk-ji-hao-problem-vs-question.md | id=dk-ji-hao-problem-vs-question | type=dk | author=纪浩 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-19
- 30_wiki\dark-knowledges\dk-ji-hao-simple-complex-routing.md | id=dk-ji-hao-simple-complex-routing | type=dk | author=纪浩 | reviewed_by=欧阳锋 | review_date=<missing> | updated_at=2026-06-28
